str_yes|是
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|幸运的是，{s12}的统治非常脆弱，领主们缺乏合作，互相猜忌，而且很多人会很高兴打开城门欢迎一个更好的君主。
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|不幸的是，{s12}的统治非常稳固。除非我们找到动摇其统治的手段，我们必须多观望一段时间，努力找到在他内部的盟友。
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|不幸的是，{s12}的统治极其稳固。除非我们能想办法让他们产生动摇，否则我们很难找到内部的盟友。
str_playername_come_to_plague_me_some_more_have_you|{playername}……我猜你是来给我更多麻烦和痛苦的，不是吗？
str_ah_it_is_you_again|啊。又是你……
str_well_playername|好的，{playername}？
str_flagon_of_mead|蜜酒
str_skin_of_kumis|马奶酒
str_mug_of_kvass|啤酒
str_cup_of_wine|一杯葡萄酒
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|你决定向{s13}提出挑战以使他收回他的侮辱。
str_youll_have_to_speak_to_me_at_some_other_time_then|我们换个时间再讨论这个话题吧。
str_this_is_no_time_for_words|没时间废话了！
str_of_course_my_wife|当然，我的妻子。
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|我不这样认为，我们的婚姻关系变得有点紧张，你不觉得吗？
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|这是为什么？我妻子吗？其实我们的婚姻到了这个地步，我更希望有人在场听我们谈谈。
str_all_right_then_what_do_you_have_to_say_out_with_it|好吧，除了这个，你还有什么要说的吗？
str_bah__im_in_no_mood_for_whispering_in_the_corner|呸，我对在角落里的窃窃私语和密谋没有兴趣。
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|呸，我对你厌恶至极，我才不会和你在阴暗的角落讨论肮脏的阴谋！
str_well__now_what_do_you_have_to_propose|好吧，你的计划是什么？
str_trying_our_hand_at_intrigue_are_we_i_think_not|我们要一起为这个阴谋冒险吗？我才不会呢。
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|哈，我相信你，就像相信一条毒蛇！我不这么认为。
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|我并不想参与你那些见不得人的计划，但是有时这也是无可奈何的。你都有什么想法？
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|我更希望把我们的事务公之于众。
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|如果是与你合作的话，我更希望把我们的事务公开。
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|嗯……你激起了我的兴趣，说说你的想法吧。
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|呃……至少在眼前，还是继续让我们的事务秘密进行吧。
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|这是合情合理的——这个世界上充斥着多管闲事的贱民。现在赶紧告诉你要说什么！
str_what_do_you_take_me_for_a_plotter|你想让我做什么？一个密谋者？
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|嗯，我通常喜欢光明正大地讨论，但我相信像你这样的人不会想要私下交谈的，除非{reg59?她:他}有理由充分，所以理由是什么呢？
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|我确定你想谈论的事情我们可以另选一个地方光明正大的谈，不是吗？
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|我是一个直性子，不擅长什么计谋。但是我确定你有一些非常有价值的事情要和我谈，不是吗？
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|请你原谅，但我可不是一个愿意躲在角落里做什么密谋的人。
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|别犯这种错误，但我还不信任你。
str_certainly_playername_what_is_it|当然，{playername} 。你想说些什么？
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|请你原谅，我不会公开我们刚才的谈话的。
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|别犯这种错误，否则我不确定你我之间是否还能保持这样的友谊。
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|真的吗？好吧，这是我第一次听到这件事。除非你为称王做好了足够的准备并得到足够的支持，否则你将会发现你很难找到同盟。不过，当你准备好公开宣告自己为女王时，我会很荣幸成为你的配偶。
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|不错，我已经听说过这类谈话。虽然你正在争取对你的支持，这样做很好，但是我认为你还不足以称王。不过，我会让你来权衡这件事，并且一旦你做出决断，我将十分荣幸地站到你这边来。
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|是的……在这片土地上还有很多人也赞同，也许你是时候称王了，我们都会伴你左右的，能够成为你的合作伙伴是一件荣幸的事情。
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|我为我阁下{s15}选择伙伴的品味而感到深深的困扰。
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|好吧，说实在的，我觉得{s15}常常忽视我的权益，而重视和保护那些不值一提的人和事。
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|呃，对于{s15} ，我得说，{reg15?她:他}在{reg15?她:他}的身边养了一大群杂种。
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|嗯，有时候由于{reg15?她:他}留在身边的那些人，我对{s15}的判断力产生了质疑。
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15}是个意志薄弱的统治者，他很容易相信那些邪魔歪道，并给予那些带给我痛苦和伤害的家伙们保护。
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|我坦白有时我对{s15}的判断力感到忧虑，尤其在{reg15?她:他}听信的那些进言上。
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|我是怎么认为的？我认为{s15}是一个卑劣的篡权者！他的身边尽是些谗言媚上之徒和伪君子！
str_well_s15_is_not_like_you_ill_say_that_much|好吧，{s15}和你不一样，我不想多说了。
str_s15_long_may_he_live|{s15} ？愿{reg15?她:他}长寿！
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|{s15}是我的君主，在这个问题上我只能说这么多。
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|那么你是王位的合法继承人？
str_that_s14_is_the_rightful_ruler_of_calradia|{s14}是这些土地的合法统治者吗？
str_that_s14_will_rule_this_land_justly|{s14}会公正的统治这片大陆吗？
str_that_s14_will_protect_our_rights_as_nobles|{s14}会保障我们的贵族权利吗？
str_that_s14_will_unify_this_land_and_end_this_war|{s14}能够终止战争，统一这片大陆吗？
str_that_s14_will_reward_me_with_a_fief|{s14}会奖励我一块封地吗？
str_he|他
str_king|国王
str_she|她
str_queen|王后
str_khan|国王
str_i|我
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|根据这片土地的古老法律和习俗，{s45}应该是{s47} 。
str_because_s44_is_the_rightful_s47_of_the_s46|因为{s44}正是{s46}合法的{s47}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|你口中的王权和律令在其他人听来就是在用暴力来获取和平
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|你声称将用暴力终结暴力，获取和平，这样的说法在其他人听来就是合法的称王。
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|你先声称你将支持普通民众的权利，然后又告诉那些贵族他们的财富和权益将会秋毫无犯，那么当这些权利彼此冲突时你将怎么办呢？
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|你声称将会支持我作为一个领主的权利不受损害，但是对其他人你又声称你将支持平民获得他们的权利，那么当这些权利产生冲突的时候你将怎么办呢？
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|只有当你足够强大后，称王才是一个明智的选择。
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|一位真正的王者会在称王前向所有人证实他的勇猛和强大是无可置疑的。
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|在四方的人们奉你为王前，你必须先证明自己是一位伟大的战士。
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|在你昭告自己的王权前，一定要确保你的实力非常强大。
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|那当然，不过你必须先证明自己是一位伟大的战士才能赢得别人对你的信服和忠诚。
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|如果需要，我的猪倌也可以宣布自己是国王，只要他想这样做。我认为你应该打破常规，亲自上战场，多杀几个人，这样也许会有更多的人跟着你。
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|如果你不打算象你之前众多的夺权者一样被吊死在绞刑架上，我建议你先巩固壮大自己的实力，这样一来，在你称王时才会有人追随你。
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|如果你不打算象你之前众多的夺权者一样被吊死在绞刑架上，我建议你先在战场上证明你是一个值得追随的君主，这样才会有人在你称王时追随你。
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|只有使者和律师才会夸夸其谈，而一位真正的王者则是用手中的剑来宣告自己的至高无上。
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|如果我是你，我会在称王之前多证实一些自己的能力。
str_indeed_please_continue|确实。请继续。
str_me|我
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|我对你选择的伙伴很担心。
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|我和你属下的封臣间有一些很严重的问题。
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|我的君主确实有他的缺点和错误，但是我对你的谄媚和笼络没有兴趣。
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|我相信你是一个正直的人，{reg59?夫人:阁下} ，但我担心你身边的人会将你引向邪路。
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|看看你挑选的左膀右臂和你的手下吧，我对他们只有厌恶，绝不会和他们在一起为你战斗。
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|我诚实的告诉你，就因为你身边的那些家伙，我更愿意和你战斗而不是为你战斗。
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|我一直认为，物以类聚，人以群分。而你的身边则环绕着毒蛇和秃鹫。
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|你知道，我总是很厌恶我们的某些盟友。
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|从政治上来说，比起效忠于你的阵营，我能在现在的君主手下获得更好的职位。
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|我觉得，比起我现在的君主，还是跟你和你的盟友相处更舒服。
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|从军事上考虑，如果我遭受攻击，以你的实力并不能保护我。在你有能力保护我之前，我不会愿意加入你的。
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|从军事上考虑，我仔细琢磨了当下的形势，如果现在宣誓效忠于你，可能会危害到我的家族和所有忠实的扈从。
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|从军事上考虑，如果有人攻击我，你没法帮得上忙。我不介意打一场好仗，但我希望能有胜算。
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|从军事上考虑，要是我加入你，我只会被海量的敌军吞没。
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|从军事上考虑，如果有人攻击我，你没法帮得上忙。我敢打赌，你会让我像狗一样被敌人砍翻。
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|从军事上考虑，加入你并不会使我更安全。
str_militarily_i_might_be_safer_if_i_joined_you|从军事上考虑，加入你可能会让我更安全。
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|最后，在任何时候，即使有足够的理由放弃对某人的效忠，也应该慎重考虑，因为有一个轻率易主的名声很不好。假若如此，我名誉的代价将相当高昂。
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|最后，在任何时候，即使有足够的理由放弃对某人的效忠，也应该慎重考虑，因为有一个轻率易主的名声很不好。假若如此，我名誉的损失将十分重大。
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|最后，在任何时候，即使有足够的理由放弃对某人的效忠，也应该慎重考虑，因为有一个轻率易主的名声很不好。不过，既然如此，想必也会有不少人能够理解吧。
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|我不会让别人说我是一个叛变者的。这是我最后的决定，关于这件事，我不想再说什么了。
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|我宣誓要保卫{s14} ，抱歉。虽然我们可能在战场上相遇，但希望我们仍然是朋友。
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|我真的不能背弃{s14} ，抱歉。请不要再跟我谈这件事情了。
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|无论怎样，我已经决定继续效忠{s14}了，抱歉。
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|无论怎样，我不愿听从你的怂恿而去叛国。别再跟我说这个事了。
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|一个背叛自己君主的人，很难有个好名声。这就是我最后的决定。我们别再谈论这个了。
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|我已经决定继续跟随{s14}了。我不想再讨论这种事情了。
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|你准备向我发起决斗？开什么玩笑！如你所愿，{playername} ，打爆你的头将会是非常有意思的事情。
str_call_me_coward_very_well_you_leave_me_no_choice|说我是懦夫？很好，你让我别无选择。
str_reg3_hours|{reg3}小时。
str_hour|小时。
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|然而，此一时，彼一时，我也许会重新考虑一下。{s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|我希望能与你的{s11}成婚，{s10} 。我期盼你的祝福。
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|我希望能与你的{s11}成婚，{s10} 。我希望得到你的帮助。
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|你计划在{s5}由{s4}主办的宴会上与{s3}结婚。宴会举办前会通知你。
str_your_s11_|你的{s11} ，
str_i_ask_again_may|我再说一遍：也许
str_may|也许
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|很好。依我看，她可以见任何她想见的人，不过当然了，那必须是合乎礼数的。
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|很好。跟你联姻很有价值。去跟她聊聊吧，看看你能不能打动她的芳心。如果你没能成功，而我们仍想跟你达成合作的话，我会去跟她讲道理的。
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|你对她的求婚将得到我的祝福——只要你的出发点是好的，等你们两人的关系有了进一步的发展，我们再来谈其他更多的事情吧。
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|战争几乎才刚开始，因此现在说谁输谁赢，还都为时过早。
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|我们给予了他们沉重的打击，他们很难有机会东山再起了。
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|战斗打得很艰难，不过相比于敌人，我们明显占了上风。
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|他们给了我们沉重的打击，给我们造成了重大的损失。
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|战斗打得很艰难，恐怕我们正处于劣势。
str_both_sides_have_suffered_in_the_fighting|双方在战斗中互有胜负。
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|战场的局势目前仍不明朗。不过我认为优势在我们这里。
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|战场的局势目前仍不明朗。不过我恐怕优势在他们那里。
str_no_clear_winner_has_yet_emerged_in_the_fighting|战场的局势目前仍不明朗。
str_there_is_no_campaign_currently_in_progress|目前没有正在进行中的战役。
str_we_are_assembling_the_army|我们正在召集军队。
str_we_aim_to_take_the_fortress_of_s8|我们的目标是攻取{s8} 。
str_we_are_on_a_raid_and_are_now_targeting_s8|我们正在四处劫掠，现在的目标是{s8} 。
str_we_are_trying_to_seek_out_and_defeat_s8|我们正试着找到并击败{s8} 。
str_we_are_riding_to_the_defense_of_s8|我们正赶去守卫{s8} 。
str_we_are_gathering_for_a_feast_at_s8|我们正前往参加在{s8}举行的宴会。
str__however_that_may_change_shortly_s14|不过，那可能很快就会改变，{s14} 。
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|用联姻的方式来巩固同盟，是我们的传统。实际上，我们正在为我的{s11} ，{s14} ，寻找一位如意郎君。
str_once_again_|再一次
str_cheat__marriage_proposal|作弊——求婚
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|你打算与{s4}结婚，鉴于你在这里没有任何家人，因此他将负责组织这场婚礼。
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} ，你要知道，如果你攻击我，这将会破坏你与{s34}签订的和约。
str_very_well__you_are_now_my_liege_as_well_as_my_husband|我们可以暂时保持这样：现在你是我的君主，也是我的丈夫，我们共同承担所有的职责。
str_i_thank_you_reg39my_ladylord|谢谢你，{reg39?尊敬的女士:阁下} 。
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|现在，也许有人会说，女人跟领导佣兵团这类事情没有任何关系，不过我认为，你能证明他们的观点是错的。你觉得呢？
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|你觉得加入到{s9}的麾下当一个佣兵队长如何？我坚信你能胜任这个职务。
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|{s9}要你去营救被关押在{s24}的{s13} 。
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}要求你攻击{s13}的一个村庄或商队以此来引发一场战争。
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}要你抓捕三群逃跑的农奴到{s4} 。他说那三群农奴一定是朝着{s3}的方向逃跑的。
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|你打算把货物带去{s9} ，用以准备宴会。一旦条件允许，宴会就会马上举行。
str_hello_playername|你好，{playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again|能再见到你，我的心里是多么的高兴啊！有时候，我都觉得冥冥中有无形的羁绊把我们相连。
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world|不得不说，我真羡慕你能在外面自由驰骋，尽情体验这个世界。
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met|我相信自从我们上一次见面之后，你的举止已经非常令人尊敬了。
str_playername__i_am_so_glad_that_you_were_able_to_come|真高兴你能来。
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|我很喜欢和你说话，但我相信你该明白，如果看到一个有夫之妇花了太多时间与家族之外的男人攀谈，人们总会风言风语的——尽管连老天爷也知道不能责怪这个男人。
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|就像我很享受与你交谈一样，我并不介意被那些缺乏如我这般优雅与美丽的人议论。
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|我很享受与你的交谈。但是作为这个大陆上最伟大的家族之一的女儿，我必须在礼仪上树立榜样。
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|我很享受与你的交谈。不过作为一个名门世家的女儿，我必须维护我的声誉。
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|感谢你如此青睐于我，不过我觉得，你也许能找到会更热切地回应你爱意的女士。
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|受到你如此的青睐是我的荣幸，不过你可能得去寻找另外一位……这么说吧……一位有不同品味的女士。
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|受到你的青睐很是荣幸，不过我出身名门，所以必须注意自己的声誉。跟一个男人交谈太久是不合礼数的。我知道你能理解的。现在我只能说，很抱歉……
str_very_well__i_will_let_you_choose_the_time|很好，时间由你来定。
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|好！我很高兴，你放弃了那个在我准备好之前就把我推向婚姻的念头。
str_i_am|我是
str_s12_s11_to_s14|{s12}{s14}的{s11}
str_s12_i_am_here_for_the_feast|{s12} 。我在这里参加宴会。
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|另一段竞技比赛献词？哦，我想净是些吹捧的话……
str_do_you_why_what_a_most_gallant_thing_to_say|你这样做了？嗨，说这样的话还真是讨女孩子喜欢呢。
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|嗯……虽说不能完全赞同这种轻浮的言行，不过必须承认我还蛮受用的。
str_why_thank_you_you_are_most_kind_to_do_so|是吗，谢谢你。你能这样做真是太好了。
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|你太客气了，谦恭有礼真是一种美德。
str_hmm_youre_a_bold_one_but_i_like_that_|嗯，你是个鲁莽大胆的家伙，不过我喜欢。
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|呃，好吧，他们都这么说。不过没关系。明确的恭维最起码是个好的开始。
str_oh_do_you_mean_that_such_a_kind_thing_to_say|噢！你真是那个意思？你能这么说真是太好了。
str_you_are_a_most_gallant_young_man_|你是最会献殷勤的一个。
str__do_come_and_see_me_again_soon|请一定尽快来看我。
str_you_intend_to_ask_s12_for_permission_to_marry_s15|你打算就与{s15}成婚一事，征求{s12}的同意。
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|你打算请求{s12}帮忙劝说{s10}与你成婚。
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|请务必小心！在这件事情上，我真的非常感激你……
str_go_then__we_shall_see_which_of_you_triumphs|去吧，那么，让我们看看你们当中谁会成功……
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|唉……我永远不能真正理解男人，以及他们鲁莽的行为……
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|你打算挑战{s13} ，强迫他放弃对{s11}的求婚。
str_farewell|再会。
str_farewell_playername|再见，{playername} 。
str___we_believe_that_there_is_money_to_be_made_selling_|我们认为，钱能生钱。
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole|我们有选择性地运送货物。尽管单件货物的差价并不是很大，但我们期望从全部货物里谋取利润。
str_s14and_other_goods|{s14}和其它商品。
str__have_you_not_signed_a_truce_with_our_lord|你是不是没有跟我们的领主签订协议？
str_parole|释放
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters|与此同时，{s51}被关在城堡里，但因为已经承诺了不会逃跑，所以被安置到了更舒服的住处。
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|您可能知道，我尊敬的{reg59?夫人:阁下} ，{s4}和{s5}之间的争执破坏了王国内部的团结，同时会削弱你的权威。如果你能调和他们，这将提高你自己的地位。然而，在这个过程里，还有可能产生让双方认为你偏帮一边的误会。
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|您可能知道，我尊敬的{reg59夫人：阁下} ，{s4}和{s5}之间的矛盾是最为激烈的。如果你能说服他俩，我能想象{s7}将是最高兴的。然而，在这个过程里，还有可能产生让双方认为你偏帮一边的误会。
