menu_start_game_0|欢迎来到维京征服世界（游戏版本V2.064）。
menu_ashdown_battle_over|战争已经结束了，但是剑和盾刺耳的撞击声，人们无力的叫喊声，和受伤的人们撕心裂肺的哭喊声仍然刺激着你的耳膜。你僵硬的手正在紧紧的握住武器，你仍然可以感受到战斗带来的紧张不安的气氛，甚至这种感觉比以往更加令人不安。你从另一个大屠杀中幸存下来，就像之前的几次一样，总是挣扎在生死的边缘，总是依靠你最信赖的剑。你今天赢了，但是你必须知道你的好运总会有结束的一天，你的生命将会终结，让那个杀了你的人赢得荣誉和名声。^^艾克丹已不仅仅是一场战斗，它聚集了数百人，他们中的大多数人现在尸横遍野。艾克丹的故事吟游诗人和小说家将会将此流传多年。
mno_aescesdun_no|继续。
menu_followers_camp_begin|由于你的军队在不断壮大，最近有一些牧师和女人加入了你的队伍，现在甚至一些商人也请求能跟随你。^^虽然这意味着能更简便地获得许多服务来提高你的士气，但你应该知道像那样的团队会使你的军队行动变慢。^^追随者的服务可以从营地菜单找到。
mno_followers_yes|当然，欢迎他们。
mno_followers_no|不。这是一支军队，可不是什么马戏团。
menu_followers_camp_leave|由于最近的事件和士兵的大幅减少，你的追随者离开了……
mno_follw_yes|该死。
menu_followers_remove|你确定想要赶走你的追随者吗？这将使您的追随者停止跟随你的军队，并且可能使得你的军队士气产生极大的负面影响。
mno_remove_yes|是的。
mno_remove_no|不。
menu_sven_bullneck_readingum|这个地方有很好的防护和护城河，并且仍留有之前撒克逊人试图驱逐丹麦人战斗的痕迹。这是一个很好的堡垒。^^{s4}
mno_talk_to_leadermen|告诉他。
mno_enter_to_talk_sven|接近雷丁镇。
mno_svenreadingum_attack|全力进攻！
mno_choice_doccingatsvf|我需要招募更多的人手。
mno_encounter_savereadingum|离开。
menu_sven_halllatest|雷丁镇的屠杀还在继续，你的士兵还在与斯温的部队厮杀，但这并不是你想要的战斗。牛颈斯温带走了你的母亲和一些人手，在雷丁镇的蜜酒厅里死守。是时候结束这场该死的派对了……
mno_fight_svhall|进入蜜酒厅。
menu_mother_death|牛颈斯温终于死了，你大仇得报，但心中的苦涩在不断蔓延，因为你母亲的尸体就在斯温的不远处。这个生你养你的女人，你为了她抛下了一切，前往弗里斯寻找治疗者，她关切的遗言依旧时刻萦绕于你的脑海，如同不灭的回响。^^牛颈斯温和你的母亲是驱动你走到今天这一步的动力，而如今他们都死了。你感到前所未有的空虚，好像你身心的一部分也随他们而去了。^^尘埃落定，剩下的只有回忆……
mno_mother_funeral|举行一个葬礼。
menu_addons_messenger|一个信使飞驰而来，在你的面前停下了。呼了一口气并大声说道:^^{playername} ：我的主人，菲尼安修道院长让我捎来了口信，他久仰您的大名希望你能去与他谈谈一个重要的任务。他希望你去拜访菲尼安修道院，就在巴尔依彻达附近。只要你去了，他会先付给你1000个先令。
mno_morrigan_1|告诉修道院长他的信息已经传到了。
menu_addons_messenger_morriganlair|一个信使飞驰而来，在你的面前停下了。呼了一口气并大声说道:^^{playername} ：我的领主，奥乔巴·麦·辛奈德和他的同僚艾德·麦·艾门奇，让我捎来了口信。他们在西方找到了莫莉安的巢穴，它们在攻击之前等待你的到来。
mno_morriganlair_1|告诉你的领主我在我的路上。
menu_first_attack_morrigan|你知道，通过卡利卡斯长老的指引，那个老人的烧掉的草屋并离村庄不远，但是你却看不到它。深深的，不自然的雾掠过所有东西，而且让你只能看到一步的距离。正当你认为不能够更糟糕的时候，你听到了附近有狼嚎传出，每次都更加接近。^^然后，你的耳朵听到一段旋律。莫莉安找到了你。
mno_morrigan_ambush|打架！
menu_morrigan_leave|你的敌人们在号角的指令下逃跑。围绕在你身边的浓雾看起来没有那么浓了，或许只是因为你更加冷静了，你的眼睛能够在雾中看得更清楚。你的敌人跑了，但是奇怪的是并没有留下任何尸体。你的军队的刀剑并没有为他们带来任何伤亡^^号角声听起来更近了，而且有人开始进入你所在的地方。他们数量并不多，比你意料中听到的号角的声音要少。你的其中一个部下带来了这些人的头儿。
mno_campeones_primerencuentro|与他们对话。
mno_morrigan_ambush2n|打架！
mno_enter_morriganlairch|走近胜者。
mno_leaveslmorrigan|离开。
mno_enter_maelbresail|进入。
mno_enter_maelbresailhall|跑！
mno_mailbresail_attack|打架！
mno_leave_bresail_farm|离开。
menu_bresail_fort_visit|在河的远处，有一些零落的屋子，在背景里，一个小型的要塞矗立在那里。那些逃离了该地的平民们遇到了你的勇士们。
mno_enter_mbfort|前往。
mno_leave_mbfort|离开。
mno_leave_finalmbfort|离开。
menu_morrigan_dialog_final|当你离开了普雷西尔王子的要塞，莫莉安出现在你的面前并想与你交谈。
mno_talk_to_morrigan|与莫莉安谈话。
menu_event_siege_01|你的一位顾问说，他发现有老鼠在偷吃部队的粮草。这本来是可以通过一些卫生措施来避免的！
mno_choice_01_1a|太可怕了！供给被破坏和污染了。
mno_choice_01_2a|我不能让士兵挨饿，杀光所有老鼠。
menu_ratas_siege|在所有的老鼠被消灭之前，你的许多士兵都得了疾病并且死亡^^队伍伤亡：{s8}
mno_back_to_siegea|完成。
menu_event_siege_02|糟糕的卫生条件导致你的部队中痢疾肆虐，周围的人开始死亡。这本来是可以通过一些卫生措施避免的！
mno_choice_02_1b|雇佣一个医生来帮助生病的人(1000先令) 。
mno_choice_02_2b|我无能为力。
mno_choice_02_3b|向你的神灵祈祷吧。
mno_choice_02_4b|我或我的同伴能够治愈他们。
menu_enfermedad_siege|死亡的阴影笼罩了你的队伍，许多士兵生病并且死亡。^^你的伤亡：{s8}
mno_back_to_siegeb|该死。
menu_enfermedad2_siege|有些人死于疾病，但多亏你雇佣的医生，大部分人都幸免于难。^^你的伤亡：{s8}
menu_enfermedad3_siege|死亡的阴影笼罩着你的队伍，许多士兵生病并且死亡。也许你的神灵已经挽救了一些生命。^^你的伤亡：{s8}
mno_back_to_sieged|完成。
menu_enfermedad4_siege|多亏了你的医治能力，你挽救了很多士兵，但一些人仍然死去了。^^你的伤亡：{s8}
mno_back_to_siegees|回到攻城营地。
menu_event_siege_03|由于太多的垃圾，害虫和其他脏乱不堪的事物，你的阵营更加脏乱。你的士兵很不高兴。这本来是可以通过一些卫生预防措施来避免的！
mno_choice_03_4c|在我采取措施的同时，我会给众人一个振奋人心的演讲。
mno_choice_03_2c|我会看看我能够做什么。
menu_event_siege_04|一些敌人在晚上设法潜入你的营地并且烧毁你的队伍物资，你的一部分食物被毁了。
mno_choice_04_1d|惩罚当晚值岗的人，以儆效尤。
mno_choice_04_2d|什么也不做。
menu_event_siege_05|在夜里，你的士兵抓到了一些意图潜入破坏的敌人并且杀死了他们。
mno_choice_05_1e|表扬他们。
mno_choice_05_2e|奖励他们每人一个战士手镯( 300先令) 。
mno_choice_05_3e|奖励他们在附近的妓院度过一个难忘的夜晚( 200先令) 。
mno_choice_05_4e|什么也不做。你是一个坚定的领导者，不会暴露自己的弱点。
menu_event_siege_06|先生，我们的食物补给路线可能处于危险之中，侦察兵发现了在我们后方有准备突袭的敌人。^我们可以封锁这个地方来避免袭击。^^您想派部分士兵去保护路线并且追击敌人么？
mno_choice_06_1f|派人(部分士兵将从你的队伍中被派遣) 。
mno_choice_06_2f|派使者去支付他们一笔钱，请求不要攻击你的食物补给路线(500先令，不一定成功) 。
mno_choice_06_3f|什么也不做(你将会失去一部分食物，但能保住你士兵的生命) 。
menu_encuentro_avituallamiento|分派一群士兵去追击那些袭击食物补给路线的敌人，你的士兵把敌人逼到绝境并一一杀死。有一些损失，但是你的士兵赢得了战斗并且保障了供应路线。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_back_to_siegeg2|干得漂亮。
mno_back_to_siegeg3|嗯。
menu_event_siege_07|我们的侦察兵发现，守城方用动物的尸体污染了水源。您想向商人买一些水并且从补给路线运过来么？
mno_choice_07_1g|好的( 600先令) 。
mno_choice_07_2g|不用，我们限量分配食水并且挖一口井。
mno_choice_07_3g|没有水源不能继续攻城，放弃围攻。
menu_sed_siege|水已经不多了，你的士兵开始变得虚弱。由于太渴，一些人喝了有毒的水死亡了。一口井终于挖出来了，你暂时得到一些水。你可以继续围攻。^^被毒死的人数：{s8}
mno_back_to_siegeh|命运无法被改变。
menu_event_siege_08|一个坏消息：我们的一个士兵投靠了对方。这可能是因为这名士兵缺乏士气，或者对方提供了大笔赏金。无论什么原因，敌人可能会知道我们的计划。
mno_choice_08_1h|提供400先令给军队提高士气。我不想出现更多的逃兵。
mno_choice_08_2h|提供800先令，我不希望他们被敌人的钱诱惑。
mno_choice_08_3h|别担心，我可以随时改变计划。
menu_event_siege_09|一个对方的逃兵加入了我们的队伍，给我们提供了情报：{s2} 。
mno_choice_09_1i|我们欢迎他。
mno_choice_09_2i|我不希望有逃兵加入我的队伍，杀了他。
mno_choice_09_3i|我确信他是一个间谍，把他遣送回去。
menu_event_siege_10|我们的士兵和敌人不再像之前互相侮辱，甚至有时攀谈起来。当我们在进攻时，这可能影响到他们的战斗意志。我们应该怎么做呢？
mno_choice_10_1j|允许，敌人的战斗意志也将受到影响。
mno_choice_10_2j|什么？禁止这种情况，惩罚那些违反命令的人。
menu_event_siege_11|寒冷的冬天总是会造成伤亡。有些人死于感冒，流感和其他一些小疾病。^^你的伤亡：{s8}
mno_choice_11_1j|愿他们安息。
menu_event_siege_12|住在围攻阵营附近一个村庄的农民来找你，说你的一个士兵强奸了他的女儿。农民希望能得到100先令的补偿金。您会怎么做？
mno_choice_12_1j|支付赔偿金。
mno_choice_12_2j|支付赔偿金和惩罚你的战士。
mno_choice_12_3j|拒绝支付。你在敌人的领土上，所以你的士兵有权利享受随意掠夺。
mno_choice_12_4j|杀了农夫和他的女儿。
menu_no_paymentandkill|农夫所在村庄里的人想要为他复仇，他们聚集在一起袭击了你的征粮队。^^你的伤亡：{s8}
mno_choice_nppayment_2j|该死！
menu_event_siege_13|一群敌人突然袭击我们的士兵后快速撤离了。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_13_1b|这是很常见的情况，注意小心谨慎。( 解决方案：封锁区域) 。
menu_event_siege_14|在寻找食物的时候，我们的士兵遭遇了一群敌方骑兵。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_14_1b|这是很常见的情况，注意小心谨慎。( 解决方案：封锁区域) 。
menu_event_siege_15|当我们在掠夺邻近村庄时，遭到敌军的攻击。村民们加入了对方，造成我们许多士兵伤亡。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_15_1b|这是很常见的情况，注意小心谨慎。( 解决方案：封锁区域) 。
menu_event_siege_16|敌人和我们的士兵在一条河上遭遇，双方因为争夺水源而造成了大量伤亡。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_16_1b|这是很常见的情况，注意小心谨慎。( 解决方案：封锁区域) 。
menu_event_siege_17|敌人从一个秘密通道一涌而出，突袭我们后迅速逃回城墙里。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_17_1b|这是很常见的情况，注意小心谨慎。( 解决方案：封锁区域) 。
menu_event_siege_18|你的一些士兵从周围的村庄绑架了一些女人，带到围城营帐里找乐子。
mno_choice_18_1b|你默认了他们的行为，并且要了一个最漂亮的女人。
mno_choice_18_2b|命令你的士兵释放那些女人，惩罚那些参与绑架的人。
menu_event_siege_19|敌人试图突破封锁，我们的士兵试图牵制住他们。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_19_1b|当我进行佯攻时，派一些士兵去巩固围城，这能迫使敌人撤退。
mno_choice_19_2b|命令所有士兵保护城墙。
mno_choice_19_3b|不必担心，我们的城墙固若金汤。
menu_no_defendiendo|敌人瓦解了我们的防御，烧毁了一些小营地和关卡，突破了我们的封锁。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_defendiendo_1bnd|我们必须重新建立封锁线。
menu_defendiendo_circunvallation|我们设法击退敌人，逼迫他们回到城墙后……^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_defendiendo_1dcir|做得好。
menu_defendiendo_mal|另一股敌军乘着我们的空档，放火突破了另一边的封锁线。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_defendiendo_1mal|该死！
menu_event_siege_20|敌人试图破坏我们的攻城器械。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_choice_20_1b|派人支援攻城器械那边的防守，这能迫使敌人撤退。
mno_choice_20_2b|快，命令所有士兵保护攻城器械。
mno_choice_20_3b|不必担心，我们的士兵会守住的。
menu_no_defendiendo_equip|敌人瓦解了我们的防御，烧毁了我们的攻城器械。^^你的伤亡：{s8}^^敌人伤亡：{s9}
mno_defendiendo_1bnde|我们必须重新开始建设。
menu_defendiendo_equip|我们成功地击退了敌人，他们回去保护城墙了……^^我军伤亡：{s8}^^敌军伤亡：{s9}
mno_defendiendo_1heq|做得好。
menu_defendiendo_mal_equip|另一波敌人已经包围了我们所在的位置，并从另一边烧掉了我们的攻城设施。^^我军伤亡：{s8}^^敌军伤亡：{s9}
mno_defendiendo_1vmal|该死！
menu_event_siege_21|你的卫兵发现了几个人试图借着夜色溜过你的封锁线。
mno_choice_21_1b|跟踪他们。
mno_choice_21_2b|杀了他们。
menu_event_siege_22|在晚上，你的卫兵告诉你他们看到了一队披着羊皮，伪装成羊的敌人。现在他们用瓶子从河里灌满了水，准备把水送回城中。
mno_atacar_emboscada_player2|前往该处，让同伴们自愿参加战斗。
mno_choice_22_1b|伏击他们。
mno_choice_22_2b|什么都不做。
menu_victoria_ovejas|你的士兵们把伪装成羊的敌人给包围了，杀个片甲不留。^^我军伤亡：{s8}^^敌军伤亡：{s9}
mno_defendiendo_1lovej|漂亮！
menu_derrota_ovejas|这是个圈套！长官，他们伪装成羊只是诱饵，把我们的人引出来，他们已经做好埋伏了。许多士兵没有活着回来。^^我军伤亡：{s8}^^敌军伤亡：{s9}
mno_defendiendo_1poveja|这太糟了。
menu_tablas_ovejas|你的士兵们被派去包围敌人，但是他们太慢也太吵了。披羊皮的敌人察觉到不妥，迅速撤退了。
mno_defendiendo_1oveja2|好吧，还有机会。
menu_event_siege_23|今天有一名雇佣兵来到了你的防御工事，想要加入你的部队。他声称自己被城中驱逐出来，而他想要报复。
mno_choice_23_1b|接受他。
mno_choice_23_2b|我不想要更多的人了。
menu_event_siege_24|我们已经积累了很多敌人和农民的脑袋，你想把它们扔到城墙里，以削弱敌人的士气并造成疾病吗？
mno_choice_24_1b|什么？你这个疯子。别这么做！
mno_choice_24_2b|当然，这能让我们在谈判时取得优势。
menu_cabezas_moral|许多脑袋被扔进了城中，你从外面就能听到市民们的哭喊声，尤其是当他们看到自己所爱的人的头颅时。战争是残酷的，你似乎很愿意向他们证明自己是他们的头号死敌。
mno_defendiendo_1q|这将会有助于迫使他们投降……或死亡……
menu_event_siege_25|一名商人向你提供一个舞蹈团，在夜间为你的部队提供娱乐。
mno_choice_25_1b|我需要我的士兵们随时待命，而不是分心或疲倦。
mno_choice_25_2b|为自己雇佣舞女(100先令) 。
mno_choice_25_3b|这是你的士兵们应得的，为他们雇佣舞女(500先令) 。
menu_event_siege_26|一伙强盗靠近了你的营帐，正当你的士兵们拔剑时，强盗们放下了他们的武器，并说他们没有恶意。强盗头子向你走来，问他们可否加入你的部队。
mno_choice_26_1b|当然！我的部队永远欢迎出色的战士。
mno_choice_26_2b|我很抱歉，我们这里不收留你们这种人！
mno_choice_26_3b|向我证明你们的价值，去掠夺一个村子！
mno_choice_26_4b|杀了他们！
menu_sanguinario_p|两个小时后，强盗们带着他们的投名状向你走来……
mno_choice_26_5b|做得好！军官会带你去你的地方。
menu_event_siege_27|一些商人靠近你的营帐，想向你出售他们的货物，接着就在你身边形成了一支由士兵的妻子、妓女、难民、儿童和其他追随者组成的队伍。
mno_choice_27_1b|欢迎他们（和他们的钱）。
mno_choice_27_2b|这里已经有足够的商人了。
mno_choice_27_3b|把他们杀光再抢走身上的钱。
menu_event_siege_28|为了使食物能支撑地更久些，敌方守军丢弃了他们的妻子、孩子和老人。你看见他们正向你的防御工事走来，并向你乞讨食物。
mno_choice_28_1b|派一队士兵，去把孩子和老人杀光，把女人带给你的士兵们。
mno_choice_28_2b|买点食物给这些市民(400先令) 。
mno_choice_28_3b|什么都不给。任由他们饿死！
menu_event_siege_29|你的一个士兵，对长时间的围城感到愤怒，强奸了你一个军官的妻子。
mno_choice_29_1b|无视此情况。
mno_choice_29_2b|处罚这名士兵。
mno_choice_29_3b|处决这名士兵。
mno_choice_29_4b|付给军官赔偿金(1000先令) 。
menu_lucha_oficial|你的军官杀了这名士兵，并由此引发了士兵和军官之间的斗殴，造成了人员伤亡。
mno_defendiendo_1z|这太糟了。
menu_messenger_system|一个信使跑到你面前，气喘咻咻地对你说：^^“我的主人派我来告诉你，你派出的信使被发现死在了路边。我们遗憾地通知你，这个信使没有到达目的地。我们可以为你处置任何信件，你也知道能在哪里找到我们。”
mno_error_1|继续。
menu_messenger_system2|一个信使跑到你面前，气喘咻咻地对你说：^^“我的主人派我来告诉你，你派到{s9}的信使被发现死在了路边。我们遗憾地通知你，这个信使没有到达目的地。我们可以为你处置任何信件，你也知道能在哪里找到我们。”
mno_finish_m|该死。
menu_messenger_system_res_failure|一个信使出现了，他在舞动着。他在你的面前停下了。呼了一口气并大声说道:^^' 我的主人让我捎来口信，你送去{s9} 的信使的尸体在路旁被找到了。我们很抱歉的告诉你你的信息没有到达终点。我们会乐意的接受任何其他的送往任何人的信息，你知道在哪里找到我们'
mno_finish_m2|坏运气。
mno_Continue_msse|谢谢您的服务。
mno_Continue_mess2|嗯。
mno_Continue_mess3|嗯。
mno_Continue_mess4|嗯。
mno_Continue_mess5|嗯。
mno_Continue_mess6|谢谢您的服务。
mno_Continue_mess7|谢谢您的服务。
mno_Continue_messeng1|谢谢您的服务。
mno_Continue_messeng2|谢谢您的服务。
mno_Continue_messeng3|我有我的战争。
menu_random_juice_events|事件
mno_leave_jui|离开。
menu_event_01_juicio|有两个农民，一个身高体壮，另一个身材矮小，他们因为牛的归属问题产生分歧，来找你裁决。事情的起因是这样：他们两个的田地相邻，高个农民的公牛和矮个农民的母牛产下了一头小牛，小个农民说小牛应该属于他，因为这是他的母牛生的，而高个农民认为小牛属于他，因为这是他最强壮的公牛的后代，至少，他认为自己应该得到补偿。
mno_choice_01_1nj|矮个农民是对的，小牛属于他，因为这是他家母牛产下的。
mno_choice_01_2nj|高个农民是对的，小牛属于他，因为这是他家最强壮的公牛的后代。
mno_choice_01_3nj|小牛属于矮个农民，但你必须给予高个农民一定补偿。
mno_choice_01_4nj|你们俩都有道理，但现在我要把小牛宰了，我要一半牛肉，然后你们俩分剩下一半牛肉。
mno_choice_01_5nj|你们俩说都有道理，不如把小牛宰了，你们俩一人一半。
menu_event_02_juicio|我的{reg59?女士:阁下} ，我们抓到了凶手！这就是那个在{s4}袭击了您的使者的人，使者现在还卧病在床，但这件事没那么简单。我在审问凶手时他提到一件事，并且希望在行刑前告诉您这个故事，我希望您能听听^^囚犯说：我的{reg59?女士:阁下} ，我本来与您的使者素不相识，但是他看上了我的女儿，并且希望我的女儿能陪他一晚。对于这样的要求我当然拒绝！然而，您的信使并不死心，他回去后叫来了另外三个人，冲进我家，要强奸我亲爱的女儿，并且笑着告诉我：即使我把这件事告到您这，您也永远不会相信这件事的！因为我是平民！但是作为父亲我必须保护自己唯一的孩子！所以，我才攻击了他！
mno_choice_02_1nj|很精彩的故事，但是你胆敢攻击我的使者，来人！把他和他的家人在日出之前全部绞死！
mno_choice_02_2nj|好吧，这听起来是个理由，我宣布你的家人无罪，但你要被绞死。
mno_choice_02_3nj|如果有人对我做同样的事，我也会这样干，我宣布你是无罪的，你可以走了。
mno_choice_02_4nj|如果事情真的如此，我要亲手宰了他！并吊起来示众！没人可以拥有特权，即使是我的使者也不例外。
menu_event_03_juicio|你叫来两人来裁定他们之间的争端。一个是当地的地主，而另一个是一个租借土地耕作的农夫。^^农夫说他今年的收成很差，无法支付房租，所以地主要求农夫把他的女儿交出来，企图占有农夫的女儿。地主在{s4}是一个有影响力的人物。
mno_choice_03_1nj|惩罚农民，他必须交地租给地主。
mno_choice_03_2nj|惩罚地主，他没有权利占有农夫的女儿。
mno_choice_03_3nj|杀了地主，迫使无法缴税的农夫加入你的军队。
mno_choice_03_4nj|向地主表示敬意，并且要求农夫把女儿交给地主。
mno_choice_03_5nj|因奸杀行为赔偿农民一些钱。
menu_farmer_attack_lord|"农夫不满你的决定，拔出了刀扑向地主，当着你的面杀死了他。然后农夫转向你，冷冷的说："" 这就是所谓的公正？你就是个混蛋！""  然后用杀死地主的刀，结束了自己的生命。"
mno_choice_03_1attackj|继续。
menu_event_04_juicio|一个对你忠心耿耿的手下悄悄告诉你，现在有很多手下对你不满，因为你太过平庸。如果你能获得更多的荣誉和战利品，或许会有些改观。
mno_choice_04_1nj|给这个手下一点钱，将珠宝分给士兵们。
mno_choice_04_2nj|告诉手下，如果他们真的愚蠢到想要离队，我可以解除他们曾对我许下的誓言。
mno_choice_04_3nj|公开杀死有意见的手下，直到没有人再敢议论纷纷。
mno_choice_04_4nj|承诺自己会有所改变！
menu_event_05_juicio|在{s4} ，一个人被带到你面前，据说这个人拒绝向王国纳税，所以被带了过来。那个人坚持声称，在王国归还他的孩子们之前，他都会拒绝纳税，而这个人的孩子都已经死在了最近的战争之中。
mno_choice_05_1nj|这个可怜的人已经失去了太多，你决定免除他一辈子的债务。
mno_choice_05_2nj|如果这个人依然不纳税，就用死刑来处罚这个人。
mno_choice_05_3nj|给予这个人一定的慰问金。
menu_nobody_want_paytax|突然，本来你用于行使司法权威的办公室，被失去子嗣的人们挤满了，而他们所有人都希望得到公平的对待。
mno_choice_05_2notaxj|分发钱包给人们作为补偿（2000先令）。
mno_choice_05_3notaxj|因为没有足够的钱给所有的人，你命令士兵疏散人群。
mno_choice_05_4notaxj|在你的士兵的护卫下跑出去，远离人群。
menu_event_06_juicio|两个人来到你面前，据说他们已经准备好杀死对方。其中一个人砍下一些堵塞交通的老橡树，但实际上他是在双方的地界上这么做的。^^“那些树让我的推车很难通过！”第一个人这么解释道。“我们只是在讨论那些树，我根本不懂你为什么要这么做！”^^“那些树在我的土地上，而且是由我最近去世的老爹之前亲手栽下的！”另一个人喊道。
mno_choice_06_1nj|那个砍了树的人应该向对方进行赔偿。
mno_choice_06_2nj|那些树挡住了路，当然应该被砍。
mno_choice_06_3nj|那个砍了树的人应该向对方和你提交罚款，以此作为惩罚。
menu_event_07_juicio|今年的收成看起来很差劲，这意味着冬天我们会受到饥饿的困扰，我们应该怎么办？
mno_choice_07_1nj|从其他地方买几车粮食回来。（1000先令）
mno_choice_07_2nj|我没有足够的钱来从其他地方买粮食。
mno_choice_07_3nj|这是他们没有仔细照料田地的恶果！
mno_choice_07_4nj|购买一些小麦来缓和问题(500先令)
menu_event_08_juicio|一个当地的首领跟你说，他有一个私生子（而且是他最喜欢的），希望加入到你的队伍。你同意去和那个孩子会面，因为拒绝一个贵族是不得体的行为。当你看见这个孩子的时候，不管怎样，显而易见他更像一个农夫，而不是战士的料子。面对这个满面笑容且体形丰满的少年：
mno_choice_08_1nj|允许他加入。
mno_choice_08_2nj|要求得到报酬来达成交易。
mno_choice_08_3nj|拒绝，只有最好的人才能加入你。
menu_event_09_juicio|这一天，你面前出现了两份提议。其中一个来自于一位名为奥斯伯的年轻牧师，他提议在{s4}修建一座教堂，承诺将带来新的知识，以此作为回报。^^另一个人听到这件事情之后则毛遂自荐到你面前，他是一个满面络腮胡子的强壮战士，完全让瘦弱的奥斯伯黯然失色。他提议资金最好是用来建立一个训练营地，而他将教你一招来提高你的武技。
mno_choice_09_1nj|选择奥斯伯的提议，你需要学习新知识。
mno_choice_09_2nj|选择战士的提议，你需要学习新武技。
mno_choice_09_3nj|我有足够的钱来修建这两所设施。（3000先令）
mno_choice_9_4nj|哈！你有足够的智慧和武技，不输他们任何一个。
menu_event_10_juicio|一道闪光闪过夜空，第二天有很多关于这个预兆的解读。{s4}中人们的说法是，我们必须进行一些献祭行为，不然的话就会有神罚降临到这个王国。由于临近收获时节，这个迷信的说法突然得到广泛的传播。他们找到了一个天使般的女孩，她在收获之前一直被视为一个圣女。这个时候你突然发现整个地区恢复了早已消失几个世纪的献祭传统。
mno_choice_10_1nj|允许献祭这个女孩。
mno_choice_10_2nj|禁止献祭，并把女孩带到安全的地方。
mno_choice_10_3nj|这件事与我无关。
menu_event_11_juicio|有人跑进你的宫廷，在得到你的允许后说出了一个消息。“{reg59?女士:阁下} ，附近的一个村庄陷入了危险之中！人们患上了一种奇怪的疾病，他们难以动弹，而且不停流汗和呕吐，当地的智者也没有办法治疗他们。现在地方首领不让任何人外出，等候着你的命令。”
mno_choice_11_1nj|进行隔离！但我会派出附近最好的医师来帮忙。（500先令）
mno_choice_11_2nj|进行隔离！我们会在流行病过去之后对生还者进行研究。
menu_event_12_juicio|两个修女向你走来。“{reg59?女士:阁下} ，我们这有一个孩子的出生不太顺利，我们已经尽力了，但是看起来这个年轻的女士并不适合怀孕生产。而这个女孩是一个德高望重的地方领主的女儿，我们能做点什么吗？”
mno_choice_12_1nj|所有人跪下来，开始祈祷！
mno_choice_12_2nj|侍卫，把村庄的智者请过来，马上！
menu_event_13_juicio|一天，附近一个忠诚的贵族向你提出了一个奇怪的要求：“阁下，我现在处境不太好。我把所有钱都花在整顿装备和部队上面，这样就能更好地服侍您。然而我的大女儿即将结婚，但我却不能给她和她丈夫一份合适的嫁妆。”
mno_choice_13_1nj|拿走这些钱吧，就当是你忠诚的回报。（800先令）
mno_choice_13_2nj|我现在会帮你，但这是最后一次。（400先令）
mno_choice_13_3nj|不，我不会帮你的，你之前就应该存点钱下来。
menu_event_14_juicio|有一天，一个基督教的传教士来到你家门前。他很热情地说道：“{reg59?女士:阁下} ，我有一个好消息！有个从耶路撒冷来的商人现在正处于{s4} ，而他愿意出售一件圣十字架！我几乎不敢相信我们有这么一个机会，可以获得一件著名的圣物！这将大大帮助我向信徒们传播关于耶稣的事情！”
mno_choice_14_1nj|我们并不会为假的圣物付钱。
mno_choice_14_2nj|抱歉，但是这个地方崇拜其他的神。我不会因此浪费我的钱。
mno_choice_14_3nj|价钱的确不错，但遗憾的是我们没有那么多钱。
mno_choice_14_4nj|我们不能让这个机会溜走！（5000先令）
menu_event_15_juicio|你正在和同伴们举行一场宴会，这时一位使者进来了。“我的{reg59?女士:阁下} ，在{s4}出了点情况，需要您的建议。”你向同伴们说明情况，走到了外面。^^一群人已经聚集在那里了，正在争论不休，但当你出现之后，他们很快就安静了下来。这时候一位老人请求允许说话，他说道：“我的{reg59?女士:阁下} ，我们需要您的智慧，这里有两个女人自称是这个孩子的母亲。”^两个女人出现了，其中一个衣着光鲜而另一个衣衫褴褛。
mno_choice_15_1nj|把孩子给穷女人。
mno_choice_15_2nj|把孩子给富女人。
mno_choice_15_3nj|下令把小孩切成两半并给到两个女人的手上。
menu_child_half_one|然后衣衫褴褛的女人尖叫道“不！求求你，我的{reg59?女士:阁下} ，让另一个女人领走孩子吧。”^^在你身旁的老人大声说道：“所以你是那个孩子合法的母亲！孩子是你的！”^^另一个女人看起来似乎有点不安，“我可以让孩子脱离贫穷的生活。”
mno_choice_half1pj|把孩子给穷女人，并以说谎的罪名惩罚富女人。
mno_choice_half2pj|把孩子给穷女人，并把富女人交给人群。
mno_choice_half3pj|把孩子给富女人。
mno_choice_half4pj||把孩子给富女人，并把穷女人交给你的人。
menu_event_16_juicio|你的顾问风尘仆仆而来，现在正是收割的时节。“阁下，今年的收成十分差劲。如果你不减税的话，冬天将会出现饥荒。”
mno_choice_16_1nj|减少税收意味着背叛，饿着肚子总比被处死要好。
mno_choice_16_2nj|好吧，我会从自己的钱包里面掏出钱来补齐不足的部分。（1000先令）
