dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_sacerdote_talk:sacerdote_ayuda.1|我不是基督徒，但我希望皈依上帝（转化为基督徒）。
dlga_sacerdote_talk:close_window|我现在不需要说教的人。
dlga_sacerdote_ayuda:sacerdote_ayuda2|来吧，我的孩子，-他愉快地微笑着- 吾主讲求的是宽恕和接纳，而非异教徒野蛮人所信奉的报复和仇恨。我来这里是为了帮助你，{playername} ，但你也必须无私地帮助教会。我会为你的灵魂祈祷，因此你将死后于天堂永生，但你必须捐出300 先令-他把双手搭在你肩上- 我还能以你之名进行布道，{playername} ，让天下人知道你的虔诚和圣洁，但你必须赞助我的旅程，费用是1000 先令。
dlga_sacerdote_ayuda2:sacerdote_sins|赞美上帝，请他洗净我们的罪过。我会捐赠300 先令。
dlga_sacerdote_sins:sacerdote_pretalk|以圣父圣子圣灵之名，我宽恕你的罪过。阿门。
dlga_sacerdote_ayuda2:sacerdote_pretalk|谢谢你神父，我希望这片土地会爱上我。这是1000 先令。
dlga_sacerdote_ayuda2:sacerdote_angry|你在兜售自己的信仰吗？你真是条蠢猪！让索尔用你的内脏举行盛宴吧！
dlga_sacerdote_ayuda2:sacerdote_pretalk.1|算了，就当我什么都没说。
dlga_start:pagano_talk|幸会，我的{reg59?女士:大人} 。我是奥丁的牧师，全能的死者渡送人，如果你是真正的勇士，就能得到长存于英灵殿的资格。他也是魔术师的主神，独眼者，狂猎的领导者。
dlga_pagano_pretalk:pagano_talk|你好，{playername} 。你需要什么？
dlga_pagano_talk:pagano_angry|我是基督徒，才不是什么异教徒！你也应该改变信仰。
dlga_pagano_angry:close_window|奥丁啊！只是因为我们身处这个地方，我才没有把你的性命立刻献祭给众神… — — 牧师的眼神如同熔岩般灼热— — 从我面前滚开，这片土地容不得你饱食和休憩，你的结局只会是身陷诅咒之地。
dlga_pagano_talk:pagano_ayuda|我依然忠于众神之道，因为我尊重并臣服于沃登，以及对战争的喜爱。— — 你充满敬意地低下头— — 
dlga_pagano_talk:pagano_ayuda.1|我希望得到关于旧神的教诲，并尝试膜拜他们。（转化为多神教徒）
dlga_pagano_talk:close_window|我现在不需要一个说教的人。
dlga_pagano_ayuda:pagano_ayuda2|来吧，勇敢的战士，— — 他愉快地微笑着— — 奥丁对于世人的宠爱莫过于像你这样伟大的战士，而且他深知你勇武的功绩。我在此带领你重归我们祖先的旧神的荣誉，{playername} ，但是你也必须帮助我们。基督教如同瘟疫般散布，颠覆了众神的崇高地位。我们需要资金来招募勇士去追杀这些懦弱的传教士，你得捐献300 先令。-他把双手搭在你肩上- 另一方面，我可以将{playername}如何受到奥丁、索尔和芙蕾雅的眷顾的事迹广传至所有王国，但是你需要资助我的旅程，费用是1000 先令。
dlga_pagano_ayuda2:pagano_sins|杀光他们，我会捐献300 先令。
dlga_pagano_sins:pagano_pretalk|谢谢你，沃登的勇士。我将向你的士兵宣扬沃登以及他的子嗣的伟大事迹，以此鼓励他们为你奋勇作战，争取在英灵殿的一席之地。
dlga_pagano_ayuda2:pagano_pretalk|谢谢你，我希望这片土地将爱上并尊敬我。这是1000 先令。
dlga_pagano_ayuda2:pagano_angry|你在出卖沃登吗？你这条蠢猪！
dlga_pagano_ayuda2:pagano_pretalk.1|算了，就当我什么都没说。
dlga_start:problema_juicio8|噢，你跟他们谈过了吗？^对于我们而言，这些土地至关重要。而领主大人会不会高兴，你必须知道，就取决于我们。^^你准备好作出判决了吗？
dlga_start:problema_juicio7|你准备好接受我的判决了吗？
dlga_start:abad_talk|我能为你做些什么？
dlga_abad_pretalk:abad_talk|是？
dlga_abad_talk:problema_juicio1|{s4}收到了你的请愿，派我来到这儿。请解释一下发生了什么？
dlga_problema_juicio1:problema_juicio2|{s2}^^我还以为… 会是另一个人。雅尔本人，或者是他的某位亲近的伙伴。可以告诉我你是谁吗，{reg59?女士:大人} ？
dlga_problema_juicio2:problema_juicio3|我的名字是{playername} 。{s4}很忙，所以我来代表他做决定。
dlga_problema_juicio2:problema_juicio3.1|我是{playername} ，一名忠诚的基督徒。我来这里是为了帮助你的，神父。
dlga_problema_juicio2:problema_juicio3.2|{playername} 。记住我的名字，牧师，否则我的众神将烧掉你身上肮脏破陋的袍子。现在，告诉我发生了什么？
dlga_problema_juicio4:problema_juicio5|{s2}^^几周以前，一位僧侣在我们收藏的文献里发现了这份文件，这是一位三代以前的领主留下的手书，声明将土地捐献给我们修道院。你可以看看它。
dlga_problema_juicio5:problema_juicio6|让我看看。
dlga_problema_juicio5:problema_juicio6.1|（你不识字，但是在院长面前假装正读着这份文件）
dlga_problema_juicio5:problema_juicio6.2|我不识字，只管告诉我发生了什么。
dlga_problema_juicio6:problema_juicio7|{s2}这份文件是真实而正当的，上面有见证人和双方的签名。问题在于目前有一户人家在这片土地上定居了，他们说土地是自己祖传下来的遗产，但这肯定是这些人的花招，我们希望让他们离开。
dlga_problema_juicio7:close_window|好吧，把这户人家的主人以及发现文件的僧侣叫来，我要质问双方的当事人。
dlga_problema_juicio7:close_window.1|我现在没有时间，回头再来。
dlga_problema_juicio8:problema_juicio9|是的，我的判决是土地归修道院所有。
dlga_problema_juicio8:problema_juicio10|是的，我的判决是土地归这户人家所有。
dlga_problema_juicio8:problema_juicio10.1|是的，我的判决是土地归雅尔所有。
dlga_problema_juicio8:problema_juicio10.2|是的，我的判决是土地不属于任何人。
dlga_problema_juicio8:close_window|不，我还需要继续跟他们谈谈。
dlga_problema_juicio9:close_window|我相信你作出了正确的决定，回去告诉雅尔，我们对这个结果非常满意，我们会告诉大家，雅尔是公正而虔诚的好人。噢，我们还有一点小礼物送给你。
dlga_problema_juicio10:close_window|什么？这块土地应该是我们的！好吧，如果雅尔想制造麻烦，他就要自作自受。现在滚吧。
dlga_abad_talk:abad_catach1|我来这里找一本书:科伦西尔之经。
dlga_abad_talk:abad_catach2|关于这本书，“科伦西尔之经”… 
dlga_abad_talk:abad_catachbackbook|我来把这本“科伦西尔之经”还给你。
dlga_abad_catach1:abad_catach2|但是… 但是… 这不可能，{reg59?女士:大人} 。“科伦西尔之经”是一件古物，它是一份古代经书的抄件，在一个奇迹般的夜晚，它由科伦西尔的圣科伦巴完成！况且，这本书并不属于我们，我们只是它的保管人，它的真正主人是来自欧莱克王国的奥当耐尔部落。在战场上，这部经书被视为凝聚士气的圣物，它具有佑护士兵的功效，保证了战役的胜利。你想成为欧莱克的公敌吗？
dlga_abad_catach2:abad_catach3|我说，我要拿走这本书，不惜任何代价，即使要杀光所有挡路的人。
dlga_abad_catach2:abad_catach4|神父，我是一名基督徒，而这本书对我非常重要。我会为此向修道院捐赠大笔金钱。
dlga_abad_catach2:abad_catachpers|我要这本书来解救俘虏。难道这不是上帝的职责吗？这是在拯救生命啊？（说服）
dlga_abad_catach2:abad_dalibro_ps|如果你不把书交给我，我将杀光修道院和附近村庄的人。（强击）
dlga_abad_catach3:close_window|那么你就杀光我们，然后再从我们的尸体上夺去这本书吧。我们将成为上帝的殉道者，并永远诅咒你。
dlga_abad_catach4:abad_catach2c|抱歉，这并非金钱能解决的问题。这是一件古物，无法用金钱来衡量。
dlga_abad_catach2c:abad_catach3c|神父，它对我太重要了，我需要借它来找到维京人藏匿俘虏的据点，这些人危在旦夕。你必须帮助我，神父，这本书是唯一的希望了。
dlga_abad_catach3c:abad_catach4c|我明白，你想要拯救无辜的人们，但是这本书属于欧莱克王国和迈德王国。好吧，我能把它交给你，你的动机是正当而高尚的，我可以告诉欧莱克王国，是一个维京人举刀夺取了经书，但是他们会视你为敌，你确定要这么做吗？
dlga_abad_catach3c:abad_pretalk|我不会被你的言辞所打动。
dlga_abad_catachbackbook:abad_pretalk|感谢您，上帝保佑。
dlga_abad_catachpers:abad_catachpre4c|我明白，你想要拯救无辜的人们，但是这本书属于欧莱克王国和迈德王国。好吧，我能把它交给你，你的动机是正当而高尚的，我可以告诉欧莱克王国，是一个维京人举刀夺取了经书，而且我不会透露你的身份。
dlga_abad_catachpers:close_window|我不会被你的言辞所打动。抱歉。
dlga_abad_catachpre4c:abad_dalibro|谢谢您，神父，上帝会为此感到愉快的。
dlga_abad_catach4c:abad_dalibro|是的，神父，我不怕与欧莱克王国为敌。我只想拯救与我最亲近的人。
dlga_abad_catach4c:abad_pretalk|你说得对，让我考虑一下。
dlga_abad_dalibro:abad_pretalk|好吧，把书拿去，好好保管，这是一件价值连城的古物，请你尽可能把它还回来。
dlga_abad_dalibro_ps:close_window|那么你就杀光我们，然后再从我们的尸体上夺去这本书吧。我们将成为上帝的殉道者，并永远诅咒你。
dlga_abad_dalibro_ps:close_window.1|把书拿去，我不会眼睁睁看着你把这些无辜的人杀死，但是你将受到上帝的诅咒。现在滚吧，恶魔。
dlga_abad_talk:addonstoryabad1|我收到了你的消息。你为什么要派我来？
dlga_abad_talk:addonstoryabad1_re|我对你的提议很有兴趣。
dlga_abad_talk:addonsthesnakedead|'蛇' 已经死了。
dlga_abad_talk:abadmorrigan_end1|莫莉卡不会再是个麻烦了。
dlga_abad_talk:abadmaelbresail_1|我们必须谈论下普雷西尔王子。
dlga_abad_talk:addonsflaithbertach1|我知道弗莱厄蒂的小鬼在哪里。
dlga_addonsflaithbertach1:addonsflaithbertach2|这是个好消息。你真幸运，我的客人想直接听你来说。他是很有头有脸的人而且不喜欢听那些长长的华丽的故事。当他问你东西的时候，给他最简洁的回答就好了。我很确定你能留下不错的印象，你有光明的未来。我的客人叫普雷西尔王子。你可以在埃里奇的庭院找到他。
dlga_addonsflaithbertach2:close_window|很好，我们很快再见。
dlga_abad_talk:addonsmaelflaithbertach1|我和普雷西尔王子谈过了。
dlga_addonsmaelflaithbertach1:addonsmaelflaithbertach2|是的，我知道。你一定注意到他对仆人很慷慨。
dlga_addonsmaelflaithbertach2:addonsmaelflaithbertach3|是的，那个人很富有而且能自己照顾好自己。
dlga_addonsmaelflaithbertach2:addonsmaelflaithbertach3_2|他完全无法打动我。
dlga_addonsmaelflaithbertach2:addonsmaelflaithbertach3_3|我相信你欠我点奖励。
dlga_addonsmaelflaithbertach3:addonsmaelflaithbertach4|我很高兴听到这些，但是回到我们的正题上。这是你找到弗莱厄蒂的小鬼们躲藏点的奖励。
dlga_addonsmaelflaithbertach3_2:addonsmaelflaithbertach4|我觉得你没有更多时间去更好的了解他，但是回到我们的正题上。这是你找到弗莱厄蒂的小鬼们躲藏点的奖励。
dlga_addonsmaelflaithbertach3_3:addonsmaelflaithbertach4|好吧，好吧，快回到你认为重要的东西上来。这是你找到弗莱厄蒂的小鬼们躲藏点的奖励。
dlga_addonsmaelflaithbertach4:addonstoryabad6_1m|谢谢你，他提到了另一个任务…… 
dlga_addonsmaelflaithbertach4:addonsmaelflaithbertach5|他告诉我我需要跟多的先令。(劝说)
dlga_addonsmaelflaithbertach5:addonsmaelflaithbertach6|他是那么说的吗？我了解了，让我找下我的钱包。我给你2000 以上的先令。现在是时间讨论下一个任务了。
dlga_addonsmaelflaithbertach5:addonsmaelflaithbertach6.1|我很喜欢笑话，但是我还有更重要的事情要处理。请认真点。是时间讨论我们下一个任务了。
dlga_addonsmaelflaithbertach6:addonstoryabad6_1m|很好，我正在听着。
dlga_addonstoryabad2:addonstoryabad3|谢谢你的钱，你背后的赞助人是谁？
dlga_addonstoryabad2:addonstoryabad4|谢谢你的钱，我在听着。
dlga_addonstoryabad2:addonstoryabad5|把这笔钱给孤儿。你的赞助人是谁？
dlga_addonstoryabad2:addonstoryabad4.1|佩特，把这些钱给那些孤儿和寡妇。
dlga_addonstoryabad3:addonstoryabad4|你将会及时学习那些东西。现在，我只能说，他是一个有能力推举国王，或者把其赶下台的大人物。
dlga_addonstoryabad5:addonstoryabad4|我非常感谢您帮助我们的这些孤儿，但我不能回答你的任何问题。我的幕后老板不想太高调的行事。我只能告诉你，他是一个重要的人，重要到甚至连国王都必须听他的话。
dlga_addonstoryabad4:addonstoryabad6|你会惊讶地得知，我的赞助人是一个强大的人物，并且已经选中了你。不论你在何处，他的间谍和眼线都在牢牢盯着你。现在，他委托你做一项重要的任务，而你会得到丰厚的回报。
dlga_addonstoryabad6:addonstoryabad6_1|说到回报就像耳中的音乐一样悦耳。
dlga_addonstoryabad6:addonstoryabad6_1.1|我在听着。
dlga_addonstoryabad1_re:addonstoryabad6_1|好吧…… 
dlga_addonstoryabad6_1:addonstoryabad7descendiente1|修道院院长清了清喉咙并定睛牢牢地看着你-^^一个危险的男人，一个强盗和杀人犯，我赞助者的敌人，他在旧地皮克特避难，招募亡命徒为他的军队。他计划回到埃里尤并且攻击生活在这里的好人们。我赞助者的间谍发现，这个人正在从斯库恩的蜜酒大厅招募死士。他必须被阻止，结果了他你能得到5000 先令。
dlga_addonstoryabad7descendiente1:addonstoryabad8descendiente1|告诉我关于这个男人更多的事情，以及他为什么该死。
dlga_addonstoryabad7descendiente1:addonstoryabad9_1descendiente1|五千个先令？听起来不错啊，但我要提前拿到一千个先令作为定金。
dlga_addonstoryabad7descendiente1:addonstoryabad10descendiente1|毫无疑问，我是你的{reg59?女人:男人} 。
dlga_addonstoryabad7descendiente1:addonstoryabad9_2descendiente1|不，我不感兴趣，抱歉。
dlga_addonstoryabad8descendiente1:addonstoryabad9descendiente1|他被称作“大蛇”是一个被诅咒的流亡家族的后裔，他在埃里尤扩大着自己的势力。为了打败他，我们花了很多精力和生命，然而“大蛇”最终逃脱了。
dlga_addonstoryabad9descendiente1:addonstoryabad9_1descendiente1|五千个先令？听起来不错啊，但我要现在就到手一千个先令作为定金。
dlga_addonstoryabad9descendiente1:addonstoryabad10descendiente1|毫无疑问，我是你的{reg59?女人:男人} 。
dlga_addonstoryabad9descendiente1:addonstoryabad9_2descendiente1|不，我不感兴趣，抱歉。
dlga_addonstoryabad9_1descendiente1:addonstoryabad10descendiente1|钱不是问题，拿着这是一千个先令。现在，我们说定了。
dlga_addonstoryabad9_2descendiente1:close_window|非常好，我猜你需要点时间考虑一下，如果你改变主意，随时欢迎回来。
dlga_addonstoryabad10descendiente1:addonstoryabad11descendiente1|很好，我建议你抓紧去斯库恩看看，到蜜酒大厅去找这个叫“蛇”的人，一旦问题解决，不要逗留，抓紧回来，祝你一路顺风。
dlga_addonstoryabad11descendiente1:close_window|你拿好我那五千个先令。老子去去就回。
dlga_addonstoryabad11descendiente1:close_window.1|我当然会这么做，神父。
dlga_addonsthesnakedead:addonsthesnakedead2|我知道。我们的间谍在最近的信件里把这些消息已经说了。这是你的奖励。正如你所看到的，我的赞助者非常慷慨。我们的间谍告诉我们你曾经戏弄了“蛇”很多次。这是一个错误。“蛇”他会劝你，你对我的赞助商的所知甚少，他可能会劝你，为了自己的私利而拿钱走人。
dlga_addonsthesnakedead2:addonsthesnakedead2_1|这是在威胁吗？
dlga_addonsthesnakedead2:addonsthesnakedead3|我了解。
dlga_addonsthesnakedead2:addonsthesnakedead2_2|那就是我在做的事。
dlga_addonsthesnakedead2_1:addonsthesnakedead3|我是一个修道院院长，不是一个杀手。这是一个建议。做你想做的事。而且我还有另一些任务，你会得到更多报酬。
dlga_addonsthesnakedead2_2:addonsthesnakedead3|这只是一个建议。这项工作你的报酬很好，拒绝它是很愚蠢的。^^如果你做的好，我还有另一个任务，你得到更多报酬。
dlga_addonsthesnakedead3:addonsthesnakedead4|还有一个危险威胁着埃里尤…
dlga_addonsthesnakedead4:addonsthesnakedead4_1|我希望这不是另一个谋杀任务。我不是一个杀手。
dlga_addonsthesnakedead4:addonsthesnakedead5|[什么都不说]
dlga_addonsthesnakedead4_1:addonsthesnakedead5|不，感谢上帝，其实，这只是一个信息，听着。
dlga_addonsthesnakedead5:addonsthesnakedead6|穿越大海，马威堡已经成了埃里尤敌人的避难所。现在的态势是，两地互成威胁，要知道对面都是弗莱厄蒂的子孙。你的任务很简单：到哪里去并且找到他们的藏身点。那里有没有人帮你与我的赞助者联络，对任务有关的信息你可以简单问一个叫多尼戈尔的镇长。这是一个简单的任务，而你会得到5000 先令。
dlga_addonsthesnakedead6:addonsthesnakedead7|我们说定了。
dlga_addonsthesnakedead6:addonsthesnakedead8|不，我不感兴趣，抱歉。
dlga_addonsthesnakedead8:addonsthesnakedead7|你为我的老板工作，我只是个送信的，我将给你任何你想要的信息。
dlga_addonsthesnakedead7:addonsthesnakedead9| 多尼戈尔的弱点就是金钱，我确信你可以说服他。一旦你得到当地任何关于弗莱厄蒂的子孙们的消息，就快点返回，祝你好运。
dlga_addonsthesnakedead9:close_window|你拿好我那五千个先令。老子去去就回。
dlga_addonsthesnakedead9:close_window.1|再见，神父。
dlga_addonstoryabad6_1m:addonstoryabad7|修道院院长清了清喉咙，注视着你— — ^ ^在埃里尤西边有一个村庄，呃…… 有些小问题。它是在一个很遥远的地方，环境恶劣，海浪拍打得很陡的悬崖，只有渔民居住在那里。居民们想要得到帮助，因为异常的邪恶降临在他们身上。它使得男人们面目全非，绑架了他们的妻子和孩子。
dlga_addonstoryabad7:addonstoryabad8|我的赞助者要你去这个村子，巴尔伦，跟它的村长说话。他会告诉你所有的细节。然后结束这个地区的罪恶，回到这里。没有什么特别复杂的，但是你会付出可观的完成你的使命。要精确，你将得到10000 先令。
dlga_addonstoryabad8:addonstoryabad9_1|没有埃里尤贵族能处理这个问题吗？
dlga_addonstoryabad8:addonstoryabad9_2|你能告诉我什么邪恶在攻击他们吗？
dlga_addonstoryabad8:addonstoryabad9_3|一万先令？听起来不错呦，但我现在就要2000个先令额外费用。
dlga_addonstoryabad8:addonstoryabad9_4|如果这些人需要帮助，我当然会去。毫无疑问，我是你的英雄。
dlga_addonstoryabad8:addonstoryabad9_5|不，我不感兴趣，抱歉。
dlga_addonstoryabad9_1:addonstoryabad10_2|在埃里尤领主忙着互相攻伐，而对于比较近的巴尔伦这里又无关紧要。我希望我的赞助者选择你不是个错误…
dlga_addonstoryabad9_2:addonstoryabad10_1|我没有什么可以补充的。新消息缺乏细节，渔民们都很害怕。我认为你能从巴尔伦地区管理者那里活动更多细节。
dlga_addonstoryabad9_3:addonstoryabad11|钱不是问题，你懂的，我低估了你的需求，抱歉。再拿2000 先令吧。现在我们成交了。
dlga_addonstoryabad9_4:addonstoryabad11|这正是我所期待的。我的主顾果然没有看走眼。
dlga_addonstoryabad9_5:addonstoryabad10_2|我懂，但这对你而言是个独一无二的机遇。如果你不接受，会有其他的领主干这活。你确定你不感兴趣么？
dlga_addonstoryabad10_2:addonstoryabad9_2|你能再给我点攻击他们的恶人的信息吗？
dlga_addonstoryabad10_2:addonstoryabad9_4|请忘了我的话吧。我会去。毫无疑问，我是你的勇士。
dlga_addonstoryabad10_2:addonstoryabad10_3|是，我很确定。我不感兴趣。再见。
dlga_addonstoryabad10_3:close_window|好吧，我很遗憾，不过我尊重你的选择。我们不会再打扰你了。
dlga_addonstoryabad10_1:addonstoryabad9_3|一万先令？听起来不错，不过我现在想要2000 先令作为额外费用。
dlga_addonstoryabad10_1:addonstoryabad9_1|难道不应该是爱尔兰的领主们处理这问题吗？
dlga_addonstoryabad10_1:addonstoryabad9_4|如果这些人需要帮助，我会去的。毫无疑问，我是你的勇士。
dlga_addonstoryabad10_1:addonstoryabad9_5|不，我不感兴趣，抱歉。
dlga_addonstoryabad11:addonstoryabad12|我建议你拿上你最优良的武器迅速赶到巴尔伦。在那找个叫卡利卡斯的人。解决问题后立刻给我飞回来。
dlga_addonstoryabad12:close_window|先记下这10000 先令吧，我很快就会回来。
dlga_addonstoryabad12:close_window.1|我当然会去这么做的，神父。
dlga_abadmorrigan_end1:abadmorrigan_end2|我没看低过你。卡利卡斯派来信使确认说攻击停止了，农夫们烧毁了恶魔们的巢穴，也就是莫莉卡躲着的地方。现在多亏了你，世界太平了。这是你的奖励：10000 先令。
dlga_abadmorrigan_end2:abadmorrigan_end3|谢谢你，院长。
dlga_abadmorrigan_end2:abadmorrigan_end3.1|把钱给我的手下吧。他们值得这些银子。
dlga_abadmorrigan_end3:abadmorrigan_end4|我有个坏消息。派去杀弗莱厄蒂子孙的人成功了，但是艾德· 麦· 尼尔大首领看到尸体的时候，他说杀错人了。盛怒之下他下令处决了那些人。现在国王知道你牵涉其中了，所以我得躲远他。
dlga_abadmorrigan_end3:abadmorrigan_end4.1|我有个坏消息。当派去杀弗莱厄蒂子孙的人到农场时，他们一个人没看到。我不知道发生什么了，但是艾德· 麦· 尼尔大首领发誓说如果你烂了他的路，你就等着吧。我得躲远他。
dlga_abadmorrigan_end3:abad_pretalk|从我这部分来说，我已经做了我该做的。现在你得走了，去见普雷西尔王子。从今以后，你就直接和他来往吧。注意一点：他很厉害，也很容易发火，我不想成为他的敌人。永远不要对他说谎，保持对他忠诚，那么一切都会没问题的…… 不然的话，你就活不长了。{playername} ，祝好运。
dlga_abadmorrigan_end4:abad_pretalk|从我这部分来说，我已经做了我该做的。现在你得走了，去见普雷西尔王子。从今以后，你就直接和他来往吧。注意一点：他很厉害，也很容易发火，我不想成为他的敌人。永远不要对他说谎，保持对他忠诚，那么一切都会没问题的…… 不然的话，你就活不长了。{playername} ，祝好运。
dlga_abadmaelbresail_1:abadmaelbresail_2|你看起来挺紧张。你和你雇主的事儿还顺利吗？
dlga_abadmaelbresail_2:abadmaelbresail_3|你的雇主试图杀我，我哪里能找到他？
dlga_abadmaelbresail_2:close_window|我待会回来。
dlga_abadmaelbresail_3:abadmaelbresail_4|他试图杀你？对不起，我不知道这事情。我告诫过你，要忠实、毫不含糊地侍奉他。我们的雇主对成事之人重赏，但对不忠、怠慢之人是毫不留情的。
dlga_abadmaelbresail_4:abadmaelbresail_5|我没空聊天，他在哪？快说！
dlga_abadmaelbresail_4:abadmaelbresail_5_2|你的主人安排了一场盛宴，并试图把我杀死在宴会厅内。（说服）
dlga_abadmaelbresail_4:abadmaelbresail_5_3|不要浪费我的时间。现在回答，不然我就杀了你并烧了你的修道院。（强击）
dlga_abadmaelbresail_4:close_window|我待会回来。
dlga_abadmaelbresail_5:abadmaelbresail_8|我不能瞎说我不知道的事情。你可以折磨或者杀了我，但你从我的口中得不到任何别的信息。
dlga_abadmaelbresail_8:abadmaelbresail_8_1|这个修道院需要钱来繁荣发展。给我情报我就会捐4000 先令的，院长。
dlga_abadmaelbresail_8:abadmaelbresail_5_2|你的主人安排了一场盛宴并试图把我烧死在宴会厅内。（说服）
dlga_abadmaelbresail_8:abadmaelbresail_5_3|不要浪费我的时间。现在回答，不然我就杀了你并烧了你的修道院。（强击）
dlga_abadmaelbresail_8:close_window|我待会回来。
dlga_abadmaelbresail_8_1:abadmaelbresail_6|这个修道院由于海盗的劫掠而经济拮据，所以我们需要大量的金钱。因此，我不会拒绝您的捐赠，我也相信这种捐赠不会伤害到任何人。不过如果有人问起这件事，我不会把你泄露出去的。毕竟普雷西尔王子是非常危险的。
dlga_abadmaelbresail_5_2:abadmaelbresail_5_5|如果普雷西尔王子试图杀我，可能他是想消灭一切知道他和弗莱厄蒂子孙之死联系的知情人。除了我之外，你就是唯一知道所有细节的人了。你现在也岌岌可危。如果我不久后找到你的老大，我和你都能活下去。你知道我说的没错。
dlga_abadmaelbresail_5_5:abadmaelbresail_6|但我只是个信使，他的意愿和其执行者的中介！啊，天啊！他也想杀了我。请帮帮我！
dlga_abadmaelbresail_5_3:abadmaelbresail_6|我知道你能胜任这项使命，我之后也会紧随你后。好，我告诉你他在哪，但我只是个信使，一个普雷西尔王子的意愿和其执行者的中介。请不要伤害修道院内任何人。
dlga_abadmaelbresail_6:abadmaelbresail_6_11|有个普雷西尔王子觉得安全的地方，不过讽刺的是这也是他最薄弱的地方，因为只有很少人和他一起到那里。普雷西尔王子的母亲不是戈伊德尔人，是克努比亚的布立吞人。她在许多年前被乌伊尼尔的一个战队绑架了并被其领头娶为妻，也就是普雷西尔王子的母亲。
dlga_abadmaelbresail_6_11:abadmaelbresail_7|当他父亲死后，普雷西尔王子回到了其母的故国并为她盖了一间房屋，给自己也建了一座城堡，就在博德明附近。当他需要会客或是休息的时候就去那里。近期的事情发生后，他会去那寻求他母亲的安慰和建议的。很少人知道这一点。我知道是因为有一回我陪他去治疗他的母亲。如果你找到了他，记得普雷西尔王子是个讲理的人。接受他的提议吧。复仇是无用之举。
dlga_abadmaelbresail_7:close_window|他想杀了我。他死了我才能安心。再见。
dlga_abadmaelbresail_7:close_window.1|如果提议有趣的话我会聆听的，再会。
dlga_abadmaelbresail_7:close_window.2|我需要的就这么多了，再会。
dlga_abad_talk:abad_quest|神父，需要我帮你的修道院做些什么吗？
dlga_abad_quest:abad_quest1|也许把。我们在为我们的新兄弟造房屋，我们需要更多的木材。你能给我们{reg33}木板吗？
dlga_abad_quest:abad_pretalk|不，年轻人，我们现在不需要你的帮助。
dlga_abad_quest1:abad_pretalk|长老，你可以信赖我。
dlga_abad_talk:abad_thankyou|长老，按照你的要求，我给你带来了{reg33} 的木材。
dlga_abad_thankyou:abad_pretalk|谢谢，{playername} 。{s3} 的兄弟将每晚为你的灵魂祈祷。阿们。
dlga_abad_quest1:abad_pretalk.1|长老，我认为我没有时间去做这些。
dlga_abad_talk:abad_action|神父，我们要请求上帝赦免我们的罪过。这是500 先令，请你拿去救济那些孤儿寡母吧。
dlga_abad_action:close_window|以圣父圣子圣灵之名，我宽恕你的罪过。阿门。你的士兵会感觉好一些了。
dlga_abad_talk:abad_talk_conv|神父，我想知道更多关于让人们转投到唯一信仰的事情！
dlga_abad_talk_conv:abad_talk_conv1|当然，孩子。我很高兴能够跟你谈基督教的事情，但我的时间不多。不如你考虑一下向我们修道院捐款？我想，500 先令就足够让我的兄弟们把这里变得更加漂亮。
dlga_abad_talk_conv1:abad_talk_conv2|当然，这是我的捐款。
dlga_abad_talk_conv1:abad_pretalk|抱歉，我现在没有那么多钱。
dlga_abad_talk_conv1:close_window|我完全不懂为什么要付你钱。日安！
dlga_abad_talk_conv2:abad_talk_conv2a|谢谢你，孩子。我们的主，耶稣基督会非常高兴的。现在，关于信仰的转换，你看，每一个地方除了真正的基督徒，还有异教徒、异端份子以及无神论者。日常的事情将影响人们的信仰，有些人皈依了基督教，有些人则背弃了。总而言之，这种影响是十分微小的，除非存在某种力量，试图让人们投入到某一宗教。某些领主，或者某些冒险者，试着用武力逼迫人们改变信仰。那种方法当然不是上帝的正路。
dlga_abad_talk_conv2a:abad_talk_conv2b|我们的主，耶稣基督，教导我们必须通过说服、传教或其他非暴力方法来对别人施加影响力。当然，我也承认暴力能够产生更加明显但也非常短暂的效果。如果你尝试以建立宗教场所或雇用优秀牧师来传教的办法来影响人们，将能取得更加可靠的效果。最初，许多人也许不喜欢被迫信仰另一个神，或者被限制信仰某一宗教。这也许会让他们也不喜欢你，但最终上帝的真言会使他们开始改变。
dlga_abad_talk_conv2b:abad_talk_conv3|只要坚持不懈，越来越多的人会皈依到唯一真理的门下，就像欧罗巴大陆其它地方一样。更多的人皈依了，改变信仰就更容易了。但请准备好面对挫折！最初，这会是一个艰难的过程，而且如果那个地方的居民脾气暴躁，他们甚至会发起叛乱并烧毁宗教场所。但不要沮丧，重建起来，继续你的使命。请记住，如果你的定居点靠近一所修道院，这将人们更倾向于基督教。上帝保佑你，孩子，如果你决定要踏上这条道路，祝你好运。阿门。
dlga_abad_talk_conv3:abad_pretalk|谢谢你，神父。这些话非常有用。
dlga_abad_talk_conv3:abad_talk_conv4|你说强行改宗…… 
dlga_abad_talk_conv4:abad_talk_conv4a|是的，我的{reg59?女儿:儿子} 。我们有些过度热心的兄弟，特别是那些觉得自己是伟大士兵的人觉得敲掉一些脑袋会强迫人们放弃信仰改信基督教。这短期内某种程度上来说也许有用，但当剑入鞘之时这些人又会不可避免的回归原先信仰。如果你想这么做，我建议你带上一打子教士帮你。
